Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10184713,P979972,"IRC VX40 Tires",irc-vx40-tires,Tires,IRC Tires,"Dirt Bike / Off-Road","Dirt Bike Tire / Non Dot Tire / Hard Terrain / Intermediate Terrain",84.76,111.95,5.00,1,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"IRC VX40 Tires VX40 Tires from IRC deliver an optimized knob spacing for a bigger contact patch with the ground. The VX40s offer better grip and handling in intermediate to hard pack on trails or groomed tracks. New rubber compound balance both performance as well as durability. For a highly stable, highly flexible ride, the VX-40 Tires are constructed with a lightweight two-ply + breaker ply casing.","Designed for intermediate to hard terrain Optimized knob spacing for increased contact patch Revised rubber compounds balance grip and durability Constructed with a lightweight 2-ply + breaker ply casing for high stability and flexibility TT/TL design Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1821/9076/ircvx40_tires.jpg,""
10219208,P996072,"Duro HF918 Tires",duro-hf918-tires,Tires,N/A,"Cruiser / V-Twin / Adventure / Dual Sport","Cruiser Tire / Touring Tire / Dot Tire",108.95,0.00,4.80,6,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Duro HF918 Tires","Enhanced water evacuation comes from a superior tread design Directional pattern enhances cornering ability Durable rubber compound is excellent for puncture resistance H-rated for speeds up to 130 mph Bias construction Tubeless design Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2000/9164/duro_hf918_tires.jpg,""
1304606,P412499,"Dunlop Geomax MX33 Tires",dunlop-geomax-mx33-tires,Tires,Dunlop,"Dirt Bike / Off-Road","Dirt Bike Tire / Intermediate Terrain / Non Dot Tire",37.05,51.95,4.50,13,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Dunlop Geomax MX33 Tires","Advanced Apex Design for enhanced shock absorption Block-in-block featured on front and rear tires to aid in linear tracking and improved steering Improved compound for enhanced durability Multiple Block Distribution provides more blocks in the rear pattern which increases the contact patch and aids in slide control Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0382/7706/dunlop_geomax_mx33_tires.jpg,""
10584781,P1184560,"Mitas Touring Force SC 2 Scooter Tires",mitas-touring-force-sc-2-scooter-tires,Tires,Mitas,"Scooter","Dot Tire / Scooter Tire",53.32,61.99,0.00,0,"Honda, Yamaha, BMW, Kawasaki, Suzuki, Triumph, Harley-Davidson","Touring",2000 - 2025,"Mitas Touring Force SC 2 Scooter Tires The Mitas Touring Force SC 2 is the improved successor to the original Mitas Touring Force scooter tire. Upping the level of performance, the Touring Force SC 2 Tire features an improved pattern design to facilitate an improved ride, boosted grip, and improved overall service life. Specialized tread geometry facilitates efficient water displacement to maintain traction in diverse weather conditions for sports and classic scooter applications. The high-strength carcass construction of the Mitas Touring Force SC 2 ensures structural stability and handling precision. The Mitas Touring Force SC 2 incorporates a unique tread compound that reduces acoustic noise and improves rolling resistance for riders seeking comfort and efficiency.","​ Urban Commuting Performance: Optimized for all paved surfaces and diverse city weather conditions Precision Handling: High-stability carcass ensures steering accuracy on straightaways and through corners Advanced Compound: Specialized material reduces road noise and improves rolling resistance All-Weather Traction: Unique tread pattern provides rapid water displacement for wet-road safety Enhanced Durability: Refined design extends tire life while maintaining consistent grip levels Smooth Performance: Engineered for predictability and comfort in demanding urban environments Compatibility: Fits a wide range of sports and classic scooters Compatibility: Engineered as the high-performance successor to the original Mitas TOURING FORCE-SC Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2572/0768/mitas_touring_force_sc2_scooter_tires.jpg,""
10184765,P979985,"Bridgestone Exedra L303A Front Tires",bridgestone-exedra-l303a-front-tires,Tires,Bridgestone,"Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Dot Tire",161.17,224.92,5.00,4,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Bridgestone Exedra L303A Front Tires The Bridgestone L303A Tire is a member of Bridgestone's long-wearing Exedra touring series. The L303A is the original equipment front tire of the Honda CMX250 Rebel.","Tube type design Bias construction OE tire for Honda CMX250 Rebel 2009-14 Pairs with Exedra G508 rear tire Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1821/0772/bridgestone_exedra_l303_a_front_tires.jpg,""
30.1,P1060978,"System 3 Off-Road DX440 Tires",system-3-off-road-dx440-tires,Tires,System 3 Off-Road,"Utvatv","Utv Atv Tire / Hard Terrain / Intermediate Terrain / Soft Terrain",220.69,245.21,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"System 3 Off-Road DX440 Tire The System 3 Off-Road DX440 is built using a generation 2 carcass and a streamlined profile to be light weight with less rolling resistance for a ""faster"" tire. The decrease in weight also helps redusce driveline stress to your unit. Built for all-terrain condition it will continue to bite through sand, mud, or rock and keep you moving along.","Lighter weight and less rolling resistance Flexible carcass and medium compound excels on hard packed and semi loose terrains 8-ply radial durability and superior bump absorption Non directional, multi angle tread blocks and sharp shoulder angle offers precision handling Super deep rim guard offers unmatched wheel lip protection Technical Specifications: Tire Size Ply Overall Diameter (Inches) Tread Depth (Inches) Max PSI Max Load Capacity @18 PSI Tire Weight (Pounds) 30x10R-14 8 30.1 0.50 24 1341 34.0 32x10R-15 8 32.1 0.50 24 1491 37.0 33x10R-15 8 33.2 0.50 24 1599 39.2 35x10R-15 8 35.3 0.50 24 1719 43.7",https://www.cyclegear.com/_a/product_images/2106/2721/system3_off_road_dx440_tire.jpg,""
10204040,P987401,"IRC VX30 Tires",irc-vx30-tires,Tires,IRC Tires,"Dirt Bike / Off-Road","Dirt Bike Tire / Non Dot Tire / Intermediate Terrain / Soft Terrain",84.76,111.95,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"IRC VX30 Tires The IRC VX-30 Tires are the perfect do-it-all tires for intermediate to soft terrain.","Optimized knob taper angle increases contact patch for better handling and grip Updated rubber compound to increase acceleration and breaking traction, as well as durability and longevity Developed for soft-intermediate terrain 2ply+Breaker ply provides excellent stability and bump absorption performance Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1837/4487/ircvx30_tires.jpg,""
10395539,P1093391,"Atturo Trail Blade X/T Tires",atturo-trail-blade-xt-tires,Tires,Atturo Tires,"Utvatv","Soft Terrain / Intermediate Terrain / Hard Terrain / Utv Atv Tire",207.11,219.99,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Atturo Tires Trail Blade X/T SXS Tire The tire presents an advanced design using a combination of siping patterns and stud pins to maximize grip. Ample shoulder blocks bolster stability and handling, ensuring reliable performance on diverse terrains. The aggressive tread on the sidewall grants extra traction, perfect for off-road excursions. It includes a rim protector to shield against curb damage, and is built with durable 8-ply steel belted construction for extended durability and resilience.","Siping and stud pins Large shoulder blocks Versatile hybrid pattern Aggressive sidewall tread Integrated rim protector 8PR steel belted construction Max PSI: 38 Tread depth 1/32: 18 Sold each",https://www.cyclegear.com/_a/product_images/2228/4151/atturo_tires_trail_blade_xtsxs_tire.jpg,""
10566836,P1174721,"Metzeler Sportec 01 RS Tires",metzeler-sportec-01-rs-tires,Tires,Metzeler,"Street / Sportbike / Cruiser / V-Twin","Dot Tire / Multi Compound Tire / Sportbike Tire",207.72,273.98,0.00,0,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Metzeler Sportec 01 RS Tires The Sportec 01 RS tire brings unparalleled performance to the pavement, serving street riders and track enthusiasts alike with an enhanced grip over its counterpart, the standard Sportec 01. This tire elevates the supersport tire category, offering a blend of cutting-edge performance with unwavering wet weather functionality. Equipped with Dynatread™ technology, it boasts an adaptive tread design that responds dynamically to varying speeds and load conditions. The intelligently designed sipes flex at high speeds, effectively transforming the tire to increase the rubber contact patch on the road for better traction. When navigating through city streets, in rain, or at lower speeds, the tread's grooves adeptly channel water away, maintaining exceptional wet grip. The Sportec 01 RS is an ideal choice for spirited street riders who demand that extra bit of grip when venturing onto the track.","The sharpest evolution of SPORTEC™ 01 for riders demanding highest level of grip on the road Enriched road racing expertise delivering Metzeler high performance on road and track High-contrast sidewall design that elevates the tires character Features Dynatread™, the adaptive tread design technology Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2542/9700/metzeler_sportec01_rs_tires.jpg,""
10584794,P1184559,"Mitas Touring Force SC Scooter Tires",mitas-touring-force-sc-scooter-tires,Tires,Mitas,"Scooter","Dot Tire / Scooter Tire",52.84,60.99,0.00,0,"Honda, Yamaha, BMW, Kawasaki, Suzuki, Triumph, Harley-Davidson","Touring",2000 - 2025,"Mitas Touring Force SC Scooter Tires They might be small, but the Mitas Touring Force SC Tires are truly mighty. Touring Force SC's utilizes a unique tread compound to ensure reliable grip across various weather conditions while the structural design is aimed at efficient water displacement. The Mitas Touring Force SC features a robust carcass construction that maintains stability and precision during straight-line travel, in aggressive cornering, under heavy loads, and over potholes, train tracks, and urban detritus. Larger 15"" and 16"" diameter options allows the Mitas Touring Force SC to support modern maxi scooters and high-performance three-wheeled machines. This tire is o riginal equipment for the Piaggio Beverly 400. Available in standard and reinforced sidewall versions to suit ever rider's needs.","​ Urban Commuting Performance: Specialized tread compound engineered for predictable handling and safety on all paved city roads All-Weather Grip: Unique rubber formulation ensures reliable traction and effective water displacement in diverse weather conditions Stability And Precision: Strong carcass design provides high stability and steering accuracy during straight-line riding and cornering Maximum Comfort: Developed for sports and classic scooter riders seeking a smooth and comfortable urban riding experience Extended Service Life: High-performance compound offers excellent durability and long-lasting wear for daily commuters Compatibility: Designed for all types of sports and classic scooters, including modern maxi scooters and powerful three-wheelers Includes: Available in 15-inch sizes featuring the advanced TOURING FORCE pattern Compatibility: Selected as the OEM fitment for the Piaggio Beverly 400 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2572/0649/mitas_touring_force_sc_scooter_tires.jpg,""
1818508,P853446,"Avon Roadrider Mk II Tires",avon-roadrider-mk-ii-tires,Tires,Avon Tire,"Adventure / Dual Sport / Cafe / Street / Sportbike / Cruiser / V-Twin","Cruiser Tire / Sportbike Tire / Touring Tire / Dot Tire",152.24,205.85,4.90,14,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Avon Roadrider Mk II Tires The Avon Roadrider MK II Tires are revised with features and performance that outshine its well-regarded Roadrider Mk I predecessor. Maintaining classic British restraint, the tread pattern is slightly more chiseled than before, but front and rear tread designs continue to mirror one another for a cohesive overall appearance. Once past the Roadrider Mk II's aesthetics, sport, sport-touring and cruiser riders will benefit from a silica-rich compound and aggressive shoulder contour for excellent stiction in wet and dry conditions.","High silica compound for excellent wet and dry performance Symmetrical front and rear tread designs Interrupted center groove to prevents tramlining Enhanced sidewall offers better resistance to ozone degradation Embossed Union Jack sidewall treatment Tubeless (TL) Bias ply construction Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1423/9901/avon_roadrider_mk_ii_tires.jpg,""
10223002,P998043,"Bridgestone Exedra G721 / G722 Tires",bridgestone-exedra-g721-g722-tires-1,Tires,Bridgestone,"Cruiser / V-Twin / Adventure / Dual Sport","Customcruisertouring Bi / Cruiser Tire / Dot Tire",232.65,324.70,4.50,10,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Bridgestone Exedra G721 / G722 Tires","The Exedra G series provides long mileage, good stability, crisp handling and riding comfort G700 series is the popular original equipment choice OEM replacement tire H-rated for speeds up to 130 mph Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2018/5828/bridgestone_exedra_g721_g722_tires.jpg,""
1000036,P821918,"Bridgestone TW34 Trail Wing Rear Tires",bridgestone-tw34-trail-wing-rear-tires,Tires,Bridgestone,"Adventure / Dual Sport / Dirt Bike / Off-Road","Dual Road Bias Dot / 60 On Road 40 Off Road / 50 On Road 50 Off Road / Dot Dirt Tires",206.56,288.27,4.00,4,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone TW34 Trail Wing Rear Tires","A 4-ply front/rear combination designed primarily for dual sport use Special dimpled tread pattern means many edges, which helps maximize traction Unique front/rear combination provides balanced highway and offroad performance 4-ply construction for long-wearing durability Self-cleaning tread blocks still give a traction edge for muddy and loose terrains DOT approved OE replacement for Yamaha TW200 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1344/6316/bridgestone_tw34_trail_wing_rear_tires.jpg,""
1313204,P416041,"Kenda K775 / K786 Washougal II Tires",kenda-k775-k786-washougal-ii-tires,Tires,N/A,"Dirt Bike / Off-Road","10 On Road 90 Off Road / Dot Dirt Tires / Dual Sport Tire / Dirt Bike Tire",31.90,39.99,4.90,11,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K775 / K786 Washougal II Tires With improved dual compound rubber, the Kenda K775/K786 Washougal II tires offer improved durability while maintaining the cornering and traction the original Washougal tires were known for. The tread pattern is new as well, providing maximum traction and efficiency over a wide variety of intermediate terrain.","Rear tire has a standard compound in the center for durability, and a soft race compound in shoulder area for cornering stability and traction Front tire has a single compound Improved rear tread pattern over previous generation Tube Type 21"" front tire is DOT approved Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0391/1716/kenda_k775_wash_ii_stky_frt.jpg,""
10204042,P1033014,"IRC JX8 Gekkota Tires",irc-jx8-gekkota-tires,Tires,IRC Tires,"Dirt Bike / Off-Road","Hard Terrain / Intermediate Terrain / Non Dot Tire / Dirt Bike Tire",132.76,182.95,4.70,10,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"IRC JX8 Gekkota Tires The JX8 Gekkota tire was developed and tested with help of top Hard Enduro and Endurocross riders in the most extreme conditions to develop another gummy tire option for single track riders and top pro Hard Enduro/Endurocross riders. IRC updated the carcass structure to 3ply construction to enhance overall rigidity to provide excellent stability going through challenging obstacles. By adding IRC’s well known super gummy compound onto the tread, the JX8 has maximum grip and has a stiffer sidewall to add flexibility for straight drive stability. Extra rubber support on the bottom of the center knobs optimizes rigidity to deliver next-level longevity performance as a gummy tire. Take this goldilocks tire for a spin and push your riding to the next level.","Gummy Gekkota compound provides optimal grip and extra bump absorption in all conditions Updated carcass structure to 3ply construction to enhance overall rigidity to provide excellent stability going through challenging obstacles. Tall blocks provide larger contact patch/flexibility for maximum traction Tube type Hard enduro tire 64M speed rating Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2084/3757/ircjx8_gekkota_tires.jpg,""
157838,P42818,"Bridgestone M22 / M23 Tires",bridgestone-m22-m23-tires,Tires,Bridgestone,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Hard Terrain / Non Dot Tire",95.10,132.72,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone M22 / M23 Hard Terrain Tires","Specifically designed for hard terrain Race proven front and rear tread compounds for long life and maximum grip Tread knob shape and spacing specially designed for traction and stability 4-ply nylon casing construction for offroad durability Tube Type Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0002/9184/bridgestone_m22_m23_tires_front.jpg,""
1813427,P849968,"Dunlop K505 Tires",dunlop-k505-tires,Tires,Dunlop,"Cafe / Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Dot Tire",192.74,261.95,5.00,3,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Dunlop K505 Tires The Dunlop K505 Motorcycle Tires are Original Equipment Manufacturer (OEM) replacements for certain motorcycles. They meet the rigorous specs and characteristics that motorcycle manufacturers demand for the bikes that roll out of the factory.","OEM replacement for some Honda motorcycles Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1414/2509/dunlop_k505_tires.jpg,""
10328138,P986887,"Metzeler Roadtec Scooter Tires",metzeler-roadtec-scooter-tires,Tires,Metzeler,"Scooter","Scooter Radial Bias / Scooter Radial / Scooter Bias / Multi Compound Tire",49.12,64.74,0.00,0,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Metzler Roadtec Scooter Tires These Metzler Roadtec Scooter Tires feature a host of innovations, to keep you confident and safe on your daily commute.","Short wide contact patch for longer wear and a safer feeling when leaning Transversal grooves provide better mechanical grip on medium and low friction surfaces when braking Differentiated multi-pitch sequence to disrupt any resonance noise effects ""Brush effect"" improves interaction with ABS system Efficient water drainage Sipes increase traction, improve stability while braking and help the tire warm up more quickly Progressive groove distance increases grip and stability in a lean Saber-shaped grooves provide outstanding water drainage and wear regularity Single compound front Rear tire features dual compound, side strip with high silica content for leaning confidence and the middle stripe balanced with Carbon-Black and Silica for a chemical grip on wet and dry Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/1835/2870/metzeler_roadtec_scooter_tires.jpg,""
270266,P72117,"Shinko 611 Front Tires",shinko-611-front-tires,Tires,Shinko Tires,"Cruiser / V-Twin","Cruiser Tire / Harley Tire / Dot Tire",124.06,145.95,4.70,26,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Shinko 611 Front Tires The Shinko 611 front tires are a great match with the Shinko 718 Rear tire.","Directional tread design for excellent adhesion in both wet and dry conditions Aramid belt for added stability under high loads Tubeless 4 ply nylon carcass for the 611 (except 21"") H-rated for speeds up to 130 mph Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0048/3807/shinko611_front_tires.jpg,""
10584712,P1184524,"Kenda K3213 Cross Trail Tire",kenda-k3213-cross-trail-tire,Tires,N/A,"Utvatv","Intermediate Terrain / Hard Terrain / Non Dot Tire / Utv Atv Tire",182.74,214.99,0.00,0,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"Kenda K3213 Cross Trail Tire The Kenda Cross Trail tire is engineered to conquer any challenge the trail may present. Serving as the original equipment tire for select UTV models, it offers reliable performance straight from the manufacturer. The tire features innovative 3SMA 3-step multi-angle technology to ensure consistent traction, braking ability, and tread flexibility throughout its lifespan. Its 8-ply carcass construction enhances puncture resistance for a sturdy ride. The tire's strategic variable depth knob siping augments its grip on demanding terrains, while the advanced staggered shoulder block design reduces overall weight and provides superior traction in softer ground conditions.","3SMA (3 step multi-angle) technology ensues optimal traction through the life span of the tire, braking performance and tread flex 8 ply carcass construction for puncture resistance Strategically placed variable depth knob siping to enhance grip in the toughest terrains Advanced staggered shoulder block designed to reduce weight, while also maximizing traction in loose terrain 16mm tread depth 8-ply Sold each",https://www.cyclegear.com/_a/product_images/2571/7742/kenda_k3213_cross_trail_tire_1800x1800.jpg,""
1000029,P290842,"Bridgestone Battle Wing BW501 / BW502 Radial Tires",bridgestone-battle-wing-bw501-bw502-radial-tires,Tires,Bridgestone,"Adventure / Dual Sport","Dual Road Radial Dot / Dual Road Bias Dot / 90 On Road 10 Off Road / Dual Sport Tire",123.71,166.95,4.50,10,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone Battle Wing BW501 / BW502 Radial Tires","Front tire features a high-grip compound and an updated profile to enhance handling and contact feel Silica-enriched compound (rear) offers exceptional level of grip on both wet and dry surfaces Mono-Spiral Belt construction (rear) offers high-speed stability and excellent shock absorption Tread pattern design minimizes road noise V-rated for speeds up to 149 mph Popular OE choice for many ADV bike makes and models See list below for OE fitment OEM Applications: Type B - BMW R1200GS 2007-2012, Suzuki DL1000 2002-2012 Type D - Suzuki DL1000 2014 Type E - Yamaha Super Tenere 2012-2014 Type F - Honda VFR1200X 2016 110/80R19 59V TL (Type G) - BMW F650GS 2009-2014 140/80R17 69V TL (Type G) - BMW F650GS 2009-2014 90/90-21 54V TT (Type G) - BMW F800GS 2009-2014, Triumph Tiger 800 2012-2015 150/70R17 69V TT (Type G) - BMW F800GS 2009-2014, Triumph Tiger 800 2012-2015 Type J - Suzuki DL1000 2014 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0111/6738/bridgestone_battle_wing_bw501_bw502_radial_tires.jpg,""
1314207,P416282,"Kenda K6702 Cataclysm Tires",kenda-k6702-cataclysm-tires,Tires,N/A,"Cruiser / V-Twin","Cruiser Tire / Harley Tire / Multi Compound Tire / Dot Tire",77.23,100.99,4.60,47,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Need your tire mounted? We’ve got you covered! Tire Mount Discount","N/A",https://www.cyclegear.com/_a/product_images/0391/8172/kenda_k6702_cataclysm_tires.jpg,""
1152605,P421993,"Shinko SR 714 Moped Tires",shinko-sr-714-moped-tires,Tires,Shinko Tires,"Scooter","Scooter Tire / Dot Tire",40.76,47.95,5.00,11,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Shinko SR 714 Moped Tires Durable, long-lasting replacement moped tires in a common OEM size.","4-ply construction DOT approved Front or rear fitment Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/1359/2597/shinko_sr714_moped_tires.jpg,""
922444,P987407,"IRC GS-23 Tires",irc-gs-23-tires,Tires,IRC Tires,"Cruiser / V-Twin","Cruiser Tire / Dot Tire",175.96,215.95,5.00,1,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Gs",1990 - 2025,"IRC GS-23 Tires The IRC GS-23 Tires bring performance and rigidity to your cruiser.","Provides excellent grip in all road conditions Sturdy carcass and excellent wear characteristics Available in standard black wall and wide white wall (WWW) options OEM tire for Suzuki VL/VZ800 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1837/3314/irc_gs23_tires.jpg,""
