sku,name,brand,category_id,vehicle_type,product_type,compatible_makes,compatible_models,fitment_year_range,item_number,primary_image,gallery_images,custom_attributes,Year,Make,Model,Position,Vendor Part Number
0303-0190,American Elite Tire,DUNLOP,1,Street Bike,Tires,Harley-Davidson,American Elite Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_15e127153adcaec30592653bda23623f.webp,['https://americaapi.kaafifoods.com/storage/products/prod_15e127153adcaec30592653bda23623f.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""American Elite Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,American Elite Tire,"Front, Rear",0303-0190
0303-0196,Battlax BT-54 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-54 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_3bdebc2d1ecab5a0f84a55fdf84687d4.webp,['https://americaapi.kaafifoods.com/storage/products/prod_3bdebc2d1ecab5a0f84a55fdf84687d4.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-54 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-54 Tire,"Front, Rear",0303-0196
0303-0199,Battlax BT-023 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-023 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_5ceb949b56951eea2f27d8eb2859f4f8.webp,['https://americaapi.kaafifoods.com/storage/products/prod_5ceb949b56951eea2f27d8eb2859f4f8.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-023 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-023 Tire,"Front, Rear",0303-0199
0303-0201,Exedra G853 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G853 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp,['https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G853 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G853 Tire,"Front, Rear",0303-0201
0303-0202,Exedra G853 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G853 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp,['https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G853 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G853 Tire,"Front, Rear",0303-0202
0303-0210,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp,['https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0303-0210
0303-0211,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp,['https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0303-0211
0303-0212,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp,['https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0303-0212
0303-0213,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp,['https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0303-0213
0303-0224,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp,['https://americaapi.kaafifoods.com/storage/products/prod_afcba352582456640235ec80e784ac46.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0303-0224
0303-0226,Diablo� Supercorsa V3 Tire,PIRELLI,1,Street Bike,Tires,Harley-Davidson,Diablo� Supercorsa V3 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_ed1b970456ec32d7b7e910b1680fac11.webp,['https://americaapi.kaafifoods.com/storage/products/prod_ed1b970456ec32d7b7e910b1680fac11.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Diablo\ufffd Supercorsa V3 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Diablo� Supercorsa V3 Tire,"Front, Rear",0303-0226
0303-0227,D423 Tire,DUNLOP,1,Street Bike,Tires,Harley-Davidson,D423 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_034354c5c8d344302464b62ef1a6a5cf.webp,['https://americaapi.kaafifoods.com/storage/products/prod_034354c5c8d344302464b62ef1a6a5cf.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""D423 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,D423 Tire,"Front, Rear",0303-0227
0303-0229,Exedra G853 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G853 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp,['https://americaapi.kaafifoods.com/storage/products/prod_2b07970450599c8a39e5712f4ae31065.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G853 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G853 Tire,"Front, Rear",0303-0229
0303-0266,Scorcher Sport Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher Sport Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_847679657999b6b3cde9e9d66b0b09b3.webp,['https://americaapi.kaafifoods.com/storage/products/prod_847679657999b6b3cde9e9d66b0b09b3.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher Sport Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher Sport Tire,"Front, Rear",0303-0266
0304-0003,Battlax BT-020 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-020 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a1cc7eff93fbedd0f4941ae1be4b4fe8.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a1cc7eff93fbedd0f4941ae1be4b4fe8.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-020 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-020 Tire,"Front, Rear",0304-0003
0304-0022,D251 Tire,DUNLOP,1,Street Bike,Tires,Harley-Davidson,D251 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_b8e7a3e4d828140f5f12bcbd214485ce.webp,['https://americaapi.kaafifoods.com/storage/products/prod_b8e7a3e4d828140f5f12bcbd214485ce.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""D251 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,D251 Tire,"Front, Rear",0304-0022
0304-0023,Exedra G850 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G850 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_9b5db3b7b11877e441d477e7f58e3bb1.webp,['https://americaapi.kaafifoods.com/storage/products/prod_9b5db3b7b11877e441d477e7f58e3bb1.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G850 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G850 Tire,"Front, Rear",0304-0023
0304-0074,Battlax BT-015 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-015 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a983be82ec8309fefb9fd3ebad3246d3.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a983be82ec8309fefb9fd3ebad3246d3.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-015 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-015 Tire,"Front, Rear",0304-0074
0304-0081,Battlax BT-090 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-090 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_de12bc2bed381cfd206b2d0c4a932fe8.webp,['https://americaapi.kaafifoods.com/storage/products/prod_de12bc2bed381cfd206b2d0c4a932fe8.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-090 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-090 Tire,"Front, Rear",0304-0081
0304-0088,Battlax BT-028 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-028 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_e1dd4ec6d61d6608c85466a38dc542b6.webp,['https://americaapi.kaafifoods.com/storage/products/prod_e1dd4ec6d61d6608c85466a38dc542b6.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-028 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-028 Tire,"Front, Rear",0304-0088
0304-0089,BT011E/BT012E Scooter Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,BT011E/BT012E Scooter Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_8a2ee2151f308f9d85eba4d9b7b0354a.webp,['https://americaapi.kaafifoods.com/storage/products/prod_8a2ee2151f308f9d85eba4d9b7b0354a.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""BT011E/BT012E Scooter Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,BT011E/BT012E Scooter Tire,"Front, Rear",0304-0089
0304-0101,Exedra G852 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G852 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G852 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G852 Tire,"Front, Rear",0304-0101
0304-0167,Battlax BT-021 Rear Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-021 Rear Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_757e052758e63d34cf40fd4f354588c2.webp,['https://americaapi.kaafifoods.com/storage/products/prod_757e052758e63d34cf40fd4f354588c2.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-021 Rear Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-021 Rear Tire,"Front, Rear",0304-0167
0304-0173,Exedra G852 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G852 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G852 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G852 Tire,"Front, Rear",0304-0173
0304-0175,Exedra Max Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra Max Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra Max Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra Max Tire,"Front, Rear",0304-0175
0304-0176,Exedra Max Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra Max Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra Max Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra Max Tire,"Front, Rear",0304-0176
0304-0177,Exedra Max Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra Max Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra Max Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra Max Tire,"Front, Rear",0304-0177
0304-0178,Exedra Max Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra Max Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra Max Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra Max Tire,"Front, Rear",0304-0178
0304-0180,Exedra Max Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra Max Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_f59b50edd74824237c72a5edc710988d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra Max Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra Max Tire,"Front, Rear",0304-0180
0304-0183,Diablo Rosso� II Tire,PIRELLI,1,Street Bike,Tires,Harley-Davidson,Diablo Rosso� II Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_1da2d866f0ca9905d3564be478e8b5fa.webp,['https://americaapi.kaafifoods.com/storage/products/prod_1da2d866f0ca9905d3564be478e8b5fa.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Diablo Rosso\ufffd II Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Diablo Rosso� II Tire,"Front, Rear",0304-0183
0304-0198,Night Dragon� Tire,PIRELLI,1,Street Bike,Tires,Harley-Davidson,Night Dragon� Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_67c09a6c3a8a517a7fd98c20daca93ad.webp,['https://americaapi.kaafifoods.com/storage/products/prod_67c09a6c3a8a517a7fd98c20daca93ad.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Night Dragon\ufffd Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Night Dragon� Tire,"Front, Rear",0304-0198
0304-0210,Angel� GT Tire - Reinforced,PIRELLI,1,Street Bike,Tires,Harley-Davidson,Angel� GT Tire - Reinforced,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a0c964740dd48bf12a201c9d6fc06eb8.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a0c964740dd48bf12a201c9d6fc06eb8.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Angel\ufffd GT Tire - Reinforced"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Angel� GT Tire - Reinforced,"Front, Rear",0304-0210
0304-0211,Battlax BT-54 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-54 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_6172f2e65c06ffcb8c2faf6473c0336c.webp,['https://americaapi.kaafifoods.com/storage/products/prod_6172f2e65c06ffcb8c2faf6473c0336c.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-54 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-54 Tire,"Front, Rear",0304-0211
0304-0214,Battlax BT-023 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Battlax BT-023 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_0321fe24360204eb2b8771b4e3f7da9a.webp,['https://americaapi.kaafifoods.com/storage/products/prod_0321fe24360204eb2b8771b4e3f7da9a.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Battlax BT-023 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Battlax BT-023 Tire,"Front, Rear",0304-0214
0304-0216,Exedra G852 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G852 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G852 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G852 Tire,"Front, Rear",0304-0216
0304-0217,Exedra G852 Tire,BRIDGESTONE,1,Street Bike,Tires,Harley-Davidson,Exedra G852 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp,['https://americaapi.kaafifoods.com/storage/products/prod_a7833bdc126b1e9f2d072f7129d9b33d.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Exedra G852 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Exedra G852 Tire,"Front, Rear",0304-0217
0304-0230,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0230
0304-0231,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0231
0304-0232,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0232
0304-0233,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0233
0304-0234,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0234
0304-0235,Scorcher 11 Tire,MICHELIN,1,Street Bike,Tires,Harley-Davidson,Scorcher 11 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp,['https://americaapi.kaafifoods.com/storage/products/prod_acae4b113c567f66a855fe614106e285.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""Scorcher 11 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,Scorcher 11 Tire,"Front, Rear",0304-0235
0304-0249,D423 Tire,DUNLOP,1,Street Bike,Tires,Harley-Davidson,D423 Tire,1995 - 2025,,https://americaapi.kaafifoods.com/storage/products/prod_fa3400d1d3d642ad51c810594ec6400e.webp,['https://americaapi.kaafifoods.com/storage/products/prod_fa3400d1d3d642ad51c810594ec6400e.webp'],"{""Wheel Location"": ""Front, Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Tires"", ""Make"": ""Harley-Davidson"", ""Model"": ""D423 Tire"", ""Tire Size"": ""Standard""}",1995 - 2025,Harley-Davidson,D423 Tire,"Front, Rear",0304-0249
